shoe,price,links,date,source
Air Jordan 1 Mid Taxi,A$185,www.stockx.com/air-air-jordan-1-mid-taxi,18/10/2022,StockX
Jordan 1 Mid Shadow Red,A$238,www.stockx.com/air-jordan-1-mid-shadow-red,18/10/2022,StockX
Jordan 1 Retro High OG Rebellionaire,A$260,www.stockx.com/air-jordan-1-retro-high-og-rebellionaire,18/10/2022,StockX
Nike Dunk High Pink Prime (W),A$270,www.stockx.com/nike-dunk-high-pink-prime-w,18/10/2022,StockX
adidas Ultra Boost 4.0 DNA White,A$164,www.stockx.com/adidas-ultra-boost-40-dna-white,18/10/2022,StockX
New Balance 2002R Protection Pack Dark Navy,A$251,www.stockx.com/new-balance-2002r-protection-pack-dark-navy,18/10/2022,StockX
Nike SB Dunk High Pro Premium San Francisco Giants,A$173,www.stockx.com/nike-sb-dunk-high-san-francisco-giants,18/10/2022,StockX
Nike Air Max 95 Fish Scales,A$313,www.stockx.com/nike-air-max-95-fish-scales,18/10/2022,StockX
Jordan 1 Retro High White University Blue Black,A$641,www.stockx.com/air-jordan-1-retro-high-white-university-blue-black,18/10/2022,StockX
Nike Dunk Low Championship Court Purple,A$298,www.stockx.com/nike-dunk-low-championship-court-purple,18/10/2022,StockX
Nike SB Dunk Low Philadelphia Phillies,A$281,www.stockx.com/nike-sb-dunk-low-valour-blue-team-maroon,18/10/2022,StockX
Nike Dunk Low Essential Paisley Pack Barley (W),A$190,www.stockx.com/nike-dunk-low-essential-paisley-pack-barley,18/10/2022,StockX
Nike Dunk Low Next Nature Homer Simpson (GS),A$147,www.stockx.com/nike-dunk-low-next-nature-home-simpson-gs,18/10/2022,StockX
Nike KD 14 Aunt Pearl,A$229,www.stockx.com/nike-kd-14-aunt-pearl,18/10/2022,StockX
Nike Court Legacy Lift Pearl White Phantom (W),A$122,www.stockx.com/nike-court-legacy-lift-pearl-white-phantom-w,18/10/2022,StockX
Jordan 1 Low Mocha,A$303,www.stockx.com/air-jordan-1-low-mocha,18/10/2022,StockX
Jordan 1 Retro Low Golf Wolf Grey,A$221,www.stockx.com/air-jordan-1-retro-low-golf-wolf-grey,18/10/2022,StockX
Jordan 4 Retro Infrared (GS),A$310,www.stockx.com/air-jordan-4-retro-infrared-gs,18/10/2022,StockX
adidas Yeezy Boost 700 Analog,A$450,www.stockx.com/adidas-yeezy-boost-700-analog,18/10/2022,StockX
Jordan 5 Retro Low PSG (2022),A$295,www.stockx.com/air-jordan-5-retro-low-psg-2022,18/10/2022,StockX
adidas Yeezy Boost 350 V2 Core Black White (2016/2022),A$553,www.stockx.com/adidas-yeezy-boost-350-v2-core-black-white,18/10/2022,StockX
Jordan 6 Retro Midnight Navy (2022),A$257,www.stockx.com/air-jordan-6-retro-midnight-navy-2022,18/10/2022,StockX
Nike Air Force 1 Low '07 QS Purple Skeleton Halloween (2021),A$176,www.stockx.com/nike-air-force-1-low-07-qs-purple-skeleton-halloween-2021,18/10/2022,StockX
Nike Dunk Low Essential Paisley Pack Orange (W),A$232,www.stockx.com/nike-dunk-low-essential-paisley-pack-orange,18/10/2022,StockX
Jordan 2 Retro J Balvin,A$476,www.stockx.com/air-jordan-2-retro-j-balvin,18/10/2022,StockX
Jordan 14 Retro Light Ginger (2022),A$289,www.stockx.com/air-jordan-14-retro-ginger-2022,18/10/2022,StockX
Jordan 1 Mid Alternate Bred Toe (W),A$172,www.stockx.com/air-jordan-1-mid-alternate-bred-toe-w,18/10/2022,StockX
Nike Dunk Low SE Sail Dark Marina Blue,A$241,www.stockx.com/nike-dunk-low-se-sail-dark-marina-blue,18/10/2022,StockX
Jordan 1 Retro High OG Varsity Red (W),A$222,www.stockx.com/air-jordan-1-high-og-newstalgia-chenille-w,18/10/2022,StockX
Jordan 1 High Zoom Air CMFT Pumpkin Spice,A$224,www.stockx.com/air-jordan-1-high-zoom-air-cmft-pumpkin-spice,18/10/2022,StockX
Jordan 1 Low Taxi,A$191,www.stockx.com/air-air-jordan-1-low-university-gold-white,18/10/2022,StockX
adidas Superstar Hello Kitty (W),A$163,www.stockx.com/adidas-superstar-hello-kitty-w,18/10/2022,StockX
Nike Dunk Low Chenille Swoosh Black Grey,A$202,www.stockx.com/nike-dunk-low-chenille-swoosh-black-grey,18/10/2022,StockX
adidas ADI2000 Yu-Gi-Oh! Dark Magician,A$222,www.stockx.com/adidas-adi2000-yu-gi-oh-dark-magician,18/10/2022,StockX
Jordan 5 Retro Racer Blue,A$335,www.stockx.com/air-jordan-5-retro-racer-blue,18/10/2022,StockX
Jordan 1 Low Diamond Shorts,A$233,www.stockx.com/air-jordan-1-low-diamond-shorts,18/10/2022,StockX
Nike Dunk High Championship White Red,A$191,www.stockx.com/nike-dunk-high-university-red,18/10/2022,StockX
New Balance 550 White Red,A$183,www.stockx.com/new-balance-550-white-red,18/10/2022,StockX
Nike Air Max 1 PRM Dirty Denim,A$214,www.stockx.com/nike-air-max-1-prm-mineral-slate,18/10/2022,StockX
adidas Yeezy Boost 350 V2 MX Oat,A$353,www.stockx.com/adidas-yeezy-boost-350-v2-mx-oat,18/10/2022,StockX
Jordan 3 Retro Cardinal Red,A$335,www.stockx.com/air-jordan-3-retro-cardinal-red,18/10/2022,StockX
Nike Blazer Mid 77 White Black (W),A$114,www.stockx.com/nike-blazer-mid-77-white-black-w,18/10/2022,StockX
New Balance 550 White Black,A$225,www.stockx.com/new-balance-550-white-black,18/10/2022,StockX
New Balance 990v5 Grey,A$241,www.stockx.com/new-balance-990v5-grey,18/10/2022,StockX
Jordan 6 Retro Red Oreo,A$300,www.stockx.com/air-jordan-6-retro-red-oreo,18/10/2022,StockX
Nike Zoom Cortez SP sacai White University Red Blue,A$291,www.stockx.com/nike-cortez-40-sacai-white-university-red-blue,18/10/2022,StockX
New Balance 550 White Pink (W),A$183,www.stockx.com/new-balance-550-white-pink-w,18/10/2022,StockX
Nike Air Humara LX Jacquemus Ale Brown Gold (W),A$220,www.stockx.com/nike-air-humara-lx-jacquemus-brown-w,18/10/2022,StockX
"Timberland 6"" Premium Waterproof Boot Wheat",A$272,www.stockx.com/timberland-6-inch-premium-waterproof-wheat,18/10/2022,StockX
adidas Yeezy Boost 700 V2 Vanta,A$494,www.stockx.com/adidas-yeezy-boost-700-v2-vanta,18/10/2022,StockX
adidas Yeezy Boost 350 V2 Hyperspace,A$357,www.stockx.com/adidas-yeezy-boost-350-v2-hyperspace,18/10/2022,StockX
Jordan 1 High Zoom Air CMFT Crater Purple,A$196,www.stockx.com/air-jordan-1-high-zoom-air-cmft-crater-purple,18/10/2022,StockX
Jordan 12 Retro Playoffs (2022),A$264,www.stockx.com/air-jordan-12-retro-playoffs-2022,18/10/2022,StockX
Nike Dunk Low Fossil Rose,A$243,www.stockx.com/nike-dunk-low-fossil-rose,18/10/2022,StockX
Jordan 4 Retro Blank Canvas (W),A$358,www.stockx.com/air-jordan-4-retro-blank-canvas-w,18/10/2022,StockX
"Nike Air Force 1 Low '07 Feel Free, Let’s Talk",A$182,www.stockx.com/nike-air-force-1-low-07-feel-free-lets-talk,18/10/2022,StockX
Jordan 1 Mid Linen,A$265,www.stockx.com/air-jordan-1-mid-linen,18/10/2022,StockX
Nike Dunk High Lakers,A$174,www.stockx.com/nike-dunk-high-lakers,18/10/2022,StockX
Nike Dunk Low Argon (2022) (PS),A$118,www.stockx.com/nike-dunk-low-argon-2022-ps,18/10/2022,StockX
Jordan 12 Retro Royalty Taxi,A$335,www.stockx.com/air-jordan-12-retro-royalty-taxi,18/10/2022,StockX
Nike Dunk Low Midas Gold,A$198,www.stockx.com/nike-dunk-low-midas-gold,18/10/2022,StockX
adidas Yeezy Boost 700 V2 Static (2018/2022),A$496,www.stockx.com/adidas-yeezy-boost-700-v2-static,18/10/2022,StockX
Nike Air Presto Hello Kitty (2022),A$120,www.stockx.com/nike-air-presto-hello-kitty-2022,18/10/2022,StockX
Nike Air Humara LX Jacquemus Light Bone Gold (W),A$308,www.stockx.com/nike-air-humara-lx-jacquemus-beige-w,18/10/2022,StockX
Jordan 1 Retro High OG Visionaire,A$218,www.stockx.com/air-jordan-1-retro-high-og-visionaire,18/10/2022,StockX
Jordan 1 Mid SE Zen Master,A$194,www.stockx.com/air-jordan-1-mid-se-zen-master,18/10/2022,StockX
Nike Air Force 1 High '07 SP Billie Eilish Mushroom,A$216,www.stockx.com/nike-air-force-1-high-07-sp-billie-eilish,18/10/2022,StockX
Nike Dunk Low Retro Sun Club Multi (W),A$185,www.stockx.com/nike-dunk-low-retro-sun-club-multi-w,18/10/2022,StockX
Crocs Pollex Clog by Salehe Bembury Cobbler,A$183,www.stockx.com/crocs-pollex-clog-by-salehe-bembury-orange,18/10/2022,StockX
Nike Dunk Low Disrupt 2 Panda (W),A$214,www.stockx.com/nike-dunk-low-disrupt-2-panda-w,18/10/2022,StockX
Crocs Pollex Clog by Salehe Bembury Sasquatch,A$255,www.stockx.com/crocs-pollex-clog-by-salehe-bembury-sasquatch,18/10/2022,StockX
Jordan 1 Low Bred Toe (GS),A$166,www.stockx.com/air-jordan-1-low-bred-toe-gs,18/10/2022,StockX
Converse Chuck Taylor All-Star 70 Hi Comme des Garcons PLAY Black,A$235,www.stockx.com/converse-chuck-taylor-all-star-70s-hi-comme-des-garcons-play-black,18/10/2022,StockX
Jordan 4 Retro University Blue,A$699,www.stockx.com/air-jordan-4-retro-university-blue,18/10/2022,StockX
Nike Dunk Low Harvest Moon (W),A$262,www.stockx.com/nike-dunk-low-harvest-moon-w,18/10/2022,StockX
Jordan 1 Low Fragment x Travis Scott,"A$1,751",www.stockx.com/air-jordan-1-low-fragment-design-x-travis-scott,18/10/2022,StockX
Nike Dunk Low Cider,A$214,www.stockx.com/nike-dunk-low-prm-cider,18/10/2022,StockX
Nike Dunk Low Light Smoke Grey (W),A$251,www.stockx.com/nike-dunk-low-light-smoke-grey-w,18/10/2022,StockX
Jordan 4 Retro Military Black (PS),A$158,www.stockx.com/air-jordan-4-retro-military-black-ps,18/10/2022,StockX
Nike Dunk Low SE 85 Neptune Green (W),A$185,www.stockx.com/nike-dunk-low-se-85-neptune-green,18/10/2022,StockX
Nike Dunk Low Tennessee State University,A$352,www.stockx.com/nike-dunk-low-tennessee-state-university,18/10/2022,StockX
Jordan 3 Retro Pine Green,A$335,www.stockx.com/air-jordan-3-retro-pine-green,18/10/2022,StockX
Jordan 1 Retro High Pollen,A$244,www.stockx.com/air-jordan-1-retro-high-pollen,18/10/2022,StockX
Nike SB Dunk Low Pro Bart Simpson,A$240,www.stockx.com/nike-sb-dunk-low-pro-bart-simpson,18/10/2022,StockX
Nike Hot Step Air Terra Drake NOCTA Triple Black,A$224,www.stockx.com/nike-hot-step-air-terra-drake-nocta-black,18/10/2022,StockX
Jordan 1 Retro High OG Bleached Coral (GS),A$235,www.stockx.com/air-jordan-1-retro-high-stage-haze-gs,18/10/2022,StockX
New Balance 530 Steel Grey,A$170,www.stockx.com/new-balance-530-steel-grey,18/10/2022,StockX
Nike SB Dunk High Pineapple,A$208,www.stockx.com/nike-sb-dunk-high-pineapple,18/10/2022,StockX
Nike M2K Tekno Cool White (W),A$158,www.stockx.com/nike-m2k-tekno-cool-white-w,18/10/2022,StockX
Jordan 1 Low Black Dark Powder Blue (W),A$219,www.stockx.com/air-jordan-1-low-white-black-dark-powder-blue-w,18/10/2022,StockX
Jordan 9 Retro Chile Red,A$378,www.stockx.com/air-jordan-9-retro-chile-red,18/10/2022,StockX
Jordan 11 Retro Low Legend Blue,A$391,www.stockx.com/air-jordan-11-retro-low-legend-blue,18/10/2022,StockX
Nike Air Force 1 Mid Stussy Fossil,A$216,www.stockx.com/nike-air-force-1-mid-stussy-fossil,18/10/2022,StockX
Nike Dunk High Australia,A$232,www.stockx.com/nike-dunk-high-australia,18/10/2022,StockX
Nike Dunk Low Racer Blue (GS),A$251,www.stockx.com/nike-dunk-low-racer-blue-gs,18/10/2022,StockX
New Balance 2002R Protection Pack Pink,A$303,www.stockx.com/new-balance-2002r-protection-pack-pink,18/10/2022,StockX
Nike Dunk Low QS LeBron James Fruity Pebbles,A$284,www.stockx.com/nike-dunk-low-qs-lebron-james-fruity-pebbles,18/10/2022,StockX
